District,Date,Confirmed,Recovered,Active,Death
pathanamthitta,09-03-2020,5,0,5,0
pathanamthitta,10-03-2020,4,0,9,0
pathanamthitta,23-03-2020,1,0,10,0
pathanamthitta,25-03-2020,2,0,12,0
pathanamthitta,26-03-2020,0,1,11,0
pathanamthitta,29-03-2020,0,4,7,0
pathanamthitta,31-03-2020,0,2,5,0
pathanamthitta,02-04-2020,1,0,6,0
pathanamthitta,03-04-2020,0,1,5,0
pathanamthitta,05-04-2020,1,0,6,0
pathanamthitta,06-04-2020,1,0,7,0
pathanamthitta,08-04-2020,1,0,8,0
pathanamthitta,12-04-2020,1,0,9,0
pathanamthitta,13-04-2020,0,3,6,0
pathanamthitta,24-04-2020,0,3,3,0
pathanamthitta,29-04-2020,0,1,2,0
pathanamthitta,30-04-2020,0,1,1,0
pathanamthitta,06-05-2020,0,1,0,0
pathanamthitta,12-05-2020,1,0,1,0
pathanamthitta,14-05-2020,1,0,2,0
pathanamthitta,18-05-2020,2,0,4,0
pathanamthitta,19-05-2020,1,0,5,0
pathanamthitta,20-05-2020,2,0,7,0
pathanamthitta,22-05-2020,1,0,8,0
pathanamthitta,24-05-2020,2,0,10,0
pathanamthitta,25-05-2020,3,0,13,0
pathanamthitta,27-05-2020,3,0,16,0
pathanamthitta,28-05-2020,6,0,22,0
pathanamthitta,29-05-2020,5,0,26,1
pathanamthitta,31-05-2020,4,2,28,0
pathanamthitta,01-06-2020,4,1,31,0
pathanamthitta,02-06-2020,1,1,31,0
pathanamthitta,03-06-2020,2,0,33,0
pathanamthitta,04-06-2020,14,1,46,0
pathanamthitta,05-06-2020,11,0,57,0
pathanamthitta,06-06-2020,9,0,66,0
pathanamthitta,07-06-2020,13,1,78,0
pathanamthitta,08-06-2020,3,0,81,0
pathanamthitta,09-06-2020,7,6,82,0
pathanamthitta,10-06-2020,3,6,79,0
pathanamthitta,11-06-2020,5,0,84,0
pathanamthitta,12-06-2020,7,0,91,0
pathanamthitta,13-06-2020,1,1,91,0
pathanamthitta,14-06-2020,2,0,93,0
pathanamthitta,15-06-2020,11,0,104,0
pathanamthitta,16-06-2020,6,4,106,0
pathanamthitta,17-06-2020,1,5,102,0
pathanamthitta,18-06-2020,11,3,110,0
pathanamthitta,19-06-2020,9,0,119,0
pathanamthitta,20-06-2020,17,12,124,0
pathanamthitta,21-06-2020,8,4,128,0
pathanamthitta,22-06-2020,4,0,132,0
pathanamthitta,23-06-2020,27,6,153,0
pathanamthitta,24-06-2020,25,1,177,0
pathanamthitta,25-06-2020,13,9,181,0
pathanamthitta,26-06-2020,4,0,185,0
pathanamthitta,27-06-2020,6,17,174,0
pathanamthitta,28-06-2020,3,2,175,0
pathanamthitta,29-06-2020,13,0,188,0
pathanamthitta,30-06-2020,1,0,189,0
pathanamthitta,01-07-2020,6,5,190,0
pathanamthitta,02-07-2020,27,0,217,0
pathanamthitta,03-07-2020,7,29,195,0
pathanamthitta,04-07-2020,22,20,197,0
pathanamthitta,05-07-2020,3,9,191,0
pathanamthitta,06-07-2020,26,27,190,0
pathanamthitta,07-07-2020,12,19,182,0
pathanamthitta,08-07-2020,7,4,185,0
pathanamthitta,09-07-2020,7,7,185,0
pathanamthitta,10-07-2020,32,0,217,0
pathanamthitta,11-07-2020,54,43,228,0
pathanamthitta,12-07-2020,39,25,242,0
pathanamthitta,13-07-2020,47,2,287,0
pathanamthitta,14-07-2020,3,0,290,0
pathanamthitta,15-07-2020,64,20,334,0
pathanamthitta,16-07-2020,39,18,355,0
pathanamthitta,17-07-2020,87,1,441,0
pathanamthitta,18-07-2020,28,18,451,0
pathanamthitta,19-07-2020,35,17,469,0
pathanamthitta,20-07-2020,3,18,454,0
pathanamthitta,21-07-2020,40,0,494,0
pathanamthitta,22-07-2020,49,38,505,0
pathanamthitta,23-07-2020,27,0,532,0
pathanamthitta,24-07-2020,23,81,474,0
pathanamthitta,25-07-2020,52,150,376,0
pathanamthitta,26-07-2020,91,48,419,0
pathanamthitta,27-07-2020,17,49,386,0
pathanamthitta,28-07-2020,63,28,421,0
pathanamthitta,29-07-2020,54,41,434,0
pathanamthitta,30-07-2020,59,81,412,0
pathanamthitta,31-07-2020,130,44,498,0
pathanamthitta,01-08-2020,85,58,525,0
pathanamthitta,02-08-2020,25,0,550,0
pathanamthitta,03-08-2020,36,59,527,0
pathanamthitta,04-08-2020,32,62,497,0
pathanamthitta,05-08-2020,37,46,488,0
pathanamthitta,06-08-2020,33,46,475,0
pathanamthitta,07-08-2020,39,50,464,0
pathanamthitta,08-08-2020,38,78,424,0
pathanamthitta,09-08-2020,30,116,338,0
pathanamthitta,10-08-2020,4,61,281,0
pathanamthitta,11-08-2020,20,41,260,0
pathanamthitta,12-08-2020,19,26,253,0
pathanamthitta,13-08-2020,75,8,320,0
pathanamthitta,14-08-2020,40,32,328,0
pathanamthitta,15-08-2020,49,37,340,0
pathanamthitta,16-08-2020,44,24,359,1
pathanamthitta,17-08-2020,2,33,329,0
pathanamthitta,18-08-2020,65,29,365,0
pathanamthitta,19-08-2020,87,18,433,1
pathanamthitta,20-08-2020,119,19,533,0
pathanamthitta,21-08-2020,78,37,574,0
pathanamthitta,22-08-2020,93,29,638,0
pathanamthitta,23-08-2020,104,45,697,0
pathanamthitta,24-08-2020,6,31,672,0
pathanamthitta,25-08-2020,93,32,733,0
pathanamthitta,26-08-2020,180,43,870,0
pathanamthitta,27-08-2020,167,37,1000,0
pathanamthitta,28-08-2020,88,49,1039,0
pathanamthitta,29-08-2020,75,89,1025,0
pathanamthitta,30-08-2020,133,132,1026,0
pathanamthitta,31-08-2020,107,72,1061,0
pathanamthitta,01-09-2020,12,78,995,0
pathanamthitta,02-09-2020,17,112,900,0
pathanamthitta,03-09-2020,118,36,982,0
pathanamthitta,04-09-2020,141,105,1018,0
pathanamthitta,05-09-2020,148,140,1026,0
pathanamthitta,06-09-2020,113,88,1051,0
pathanamthitta,07-09-2020,24,123,952,0
pathanamthitta,08-09-2020,160,90,1022,0
pathanamthitta,09-09-2020,190,116,1096,0
pathanamthitta,10-09-2020,135,53,1178,0
pathanamthitta,11-09-2020,93,35,1236,0
pathanamthitta,12-09-2020,88,54,1270,0
pathanamthitta,13-09-2020,102,191,1181,0
pathanamthitta,14-09-2020,16,103,1094,0
pathanamthitta,15-09-2020,146,122,1118,0
pathanamthitta,16-09-2020,236,157,1197,0
pathanamthitta,17-09-2020,136,102,1231,0
pathanamthitta,18-09-2020,101,128,1204,0
pathanamthitta,19-09-2020,221,154,1271,0
pathanamthitta,20-09-2020,190,89,1372,0
pathanamthitta,21-09-2020,16,79,1309,0
pathanamthitta,22-09-2020,207,117,1399,0
pathanamthitta,23-09-2020,223,127,1495,0
pathanamthitta,24-09-2020,189,99,1585,0
pathanamthitta,25-09-2020,191,120,1655,1
pathanamthitta,26-09-2020,329,149,1834,1
pathanamthitta,27-09-2020,263,125,1972,0
pathanamthitta,28-09-2020,38,150,1860,0
pathanamthitta,29-09-2020,271,137,1994,0
pathanamthitta,30-09-2020,286,204,2075,1
pathanamthitta,01-10-2020,223,82,2216,0
pathanamthitta,02-10-2020,239,218,2237,0
pathanamthitta,03-10-2020,296,131,2402,0
pathanamthitta,04-10-2020,315,167,2550,0
pathanamthitta,05-10-2020,25,102,2473,0
pathanamthitta,06-10-2020,330,180,2623,0
pathanamthitta,07-10-2020,393,222,2794,0
pathanamthitta,08-10-2020,295,139,2950,0
pathanamthitta,09-10-2020,290,222,3018,0
pathanamthitta,10-10-2020,348,209,3157,0
pathanamthitta,11-10-2020,378,240,3295,0
pathanamthitta,12-10-2020,186,151,3330,0
pathanamthitta,13-10-2020,244,203,3371,0
pathanamthitta,14-10-2020,169,321,3219,0
pathanamthitta,15-10-2020,248,302,3165,0
pathanamthitta,16-10-2020,296,257,3203,1
pathanamthitta,17-10-2020,203,302,3104,0
pathanamthitta,18-10-2020,179,375,2908,0
pathanamthitta,19-10-2020,32,182,2758,0
pathanamthitta,20-10-2020,248,301,2704,1
pathanamthitta,21-10-2020,247,330,2620,1
pathanamthitta,22-10-2020,195,250,2565,0
pathanamthitta,23-10-2020,285,327,2523,0
pathanamthitta,24-10-2020,331,250,2604,0
pathanamthitta,25-10-2020,303,106,2800,1
pathanamthitta,26-10-2020,24,180,2644,0
pathanamthitta,27-10-2020,112,153,2603,0
pathanamthitta,28-10-2020,260,265,2598,0
pathanamthitta,29-10-2020,270,199,2669,0
pathanamthitta,30-10-2020,163,145,2686,1
pathanamthitta,31-10-2020,203,259,2629,1
pathanamthitta,01-11-2020,160,208,2581,0
pathanamthitta,02-11-2020,44,228,2397,0
pathanamthitta,03-11-2020,245,279,2363,0
pathanamthitta,04-11-2020,186,286,2263,0
pathanamthitta,05-11-2020,212,364,2111,0
pathanamthitta,06-11-2020,183,152,2142,0
pathanamthitta,07-11-2020,147,196,2090,3
pathanamthitta,08-11-2020,153,230,2013,0
pathanamthitta,09-11-2020,43,147,1909,0
pathanamthitta,10-11-2020,234,175,1967,1
pathanamthitta,11-11-2020,230,174,2023,0
pathanamthitta,12-11-2020,138,165,1996,0
pathanamthitta,13-11-2020,189,89,2096,0
pathanamthitta,14-11-2020,143,229,2010,0
pathanamthitta,15-11-2020,171,164,2017,0
pathanamthitta,16-11-2020,40,155,1902,0
pathanamthitta,17-11-2020,202,154,1950,0
pathanamthitta,18-11-2020,234,226,1958,0
pathanamthitta,19-11-2020,200,124,2034,0
pathanamthitta,20-11-2020,174,137,2071,0
pathanamthitta,21-11-2020,216,167,2120,0
pathanamthitta,22-11-2020,169,198,2091,0
pathanamthitta,23-11-2020,57,173,1975,0
pathanamthitta,24-11-2020,197,100,2072,0
pathanamthitta,25-11-2020,287,170,2189,0
pathanamthitta,26-11-2020,207,168,2228,0
pathanamthitta,27-11-2020,159,127,2258,2
pathanamthitta,28-11-2020,141,146,2253,0
pathanamthitta,29-11-2020,244,162,2335,0
pathanamthitta,30-11-2020,91,143,2283,0
pathanamthitta,01-12-2020,283,232,2334,0
pathanamthitta,02-12-2020,299,193,2440,0
pathanamthitta,03-12-2020,317,169,2588,0
pathanamthitta,04-12-2020,163,130,2621,0
pathanamthitta,05-12-2020,208,268,2560,1
pathanamthitta,06-12-2020,197,172,2585,0
pathanamthitta,07-12-2020,121,171,2535,0
pathanamthitta,08-12-2020,238,159,2614,0
pathanamthitta,09-12-2020,254,182,2678,8
pathanamthitta,10-12-2020,200,183,2695,0
pathanamthitta,11-12-2020,379,150,2924,0
pathanamthitta,12-12-2020,333,204,3052,1
pathanamthitta,13-12-2020,229,198,3081,2
pathanamthitta,14-12-2020,133,213,3001,0
pathanamthitta,15-12-2020,404,188,3216,1
pathanamthitta,16-12-2020,443,226,3431,2
pathanamthitta,17-12-2020,432,184,3672,7
pathanamthitta,18-12-2020,404,190,3886,0
pathanamthitta,19-12-2020,375,185,4074,1
pathanamthitta,20-12-2020,360,182,4251,1
pathanamthitta,21-12-2020,112,250,4113,0
pathanamthitta,22-12-2020,546,251,4407,1
pathanamthitta,23-12-2020,406,201,4611,1
pathanamthitta,24-12-2020,405,228,4787,1
pathanamthitta,25-12-2020,543,240,5089,1
pathanamthitta,26-12-2020,177,268,4997,1
pathanamthitta,27-12-2020,389,148,5237,1
pathanamthitta,28-12-2020,91,203,5125,0
pathanamthitta,29-12-2020,561,242,5444,0
pathanamthitta,30-12-2020,714,243,5912,3
pathanamthitta,31-12-2020,512,421,5999,4
pathanamthitta,01-01-2021,493,255,6237,0
pathanamthitta,02-01-2021,452,273,6413,3
pathanamthitta,03-01-2021,385,199,6598,0
pathanamthitta,04-01-2021,110,400,6308,0
pathanamthitta,05-01-2021,665,327,6642,3
pathanamthitta,06-01-2021,666,173,7133,1
pathanamthitta,07-01-2021,514,545,7101,1
pathanamthitta,08-01-2021,433,728,6806,0
pathanamthitta,09-01-2021,470,294,6982,0
pathanamthitta,10-01-2021,447,327,7102,0
pathanamthitta,11-01-2021,131,281,6951,1
pathanamthitta,12-01-2021,482,320,7113,0
pathanamthitta,13-01-2021,448,336,7223,1
pathanamthitta,14-01-2021,579,317,7484,1
pathanamthitta,15-01-2021,443,405,7521,0
pathanamthitta,16-01-2021,487,256,7750,2
pathanamthitta,17-01-2021,427,437,7735,5
pathanamthitta,18-01-2021,123,333,7523,2
pathanamthitta,19-01-2021,512,1034,7001,0
pathanamthitta,20-01-2021,654,1041,6614,0
pathanamthitta,21-01-2021,534,798,6350,0
pathanamthitta,22-01-2021,624,595,6379,0
pathanamthitta,23-01-2021,557,328,6606,2
pathanamthitta,24-01-2021,458,224,6838,2
pathanamthitta,25-01-2021,117,253,6699,2
pathanamthitta,26-01-2021,552,806,6445,0
pathanamthitta,27-01-2021,397,705,6133,4
pathanamthitta,28-01-2021,452,529,6056,0
pathanamthitta,29-01-2021,447,418,6084,1
pathanamthitta,30-01-2021,556,297,6343,0
pathanamthitta,31-01-2021,496,402,6434,3
pathanamthitta,01-02-2021,184,266,6351,1
pathanamthitta,02-02-2021,524,787,6088,0
pathanamthitta,03-02-2021,597,234,6449,2
pathanamthitta,04-02-2021,569,574,6444,0
pathanamthitta,05-02-2021,521,467,6498,0
pathanamthitta,06-02-2021,496,400,6594,0
pathanamthitta,07-02-2021,570,224,6940,0
pathanamthitta,08-02-2021,244,443,6740,1
pathanamthitta,09-02-2021,496,423,6813,0
pathanamthitta,10-02-2021,571,417,6966,1
pathanamthitta,11-02-2021,694,452,7208,0
pathanamthitta,12-02-2021,542,568,7182,0
pathanamthitta,13-02-2021,480,532,7129,1
pathanamthitta,14-02-2021,465,257,7334,3
pathanamthitta,15-02-2021,107,482,6959,0
pathanamthitta,16-02-2021,524,589,6894,0
pathanamthitta,17-02-2021,546,121,7319,0
pathanamthitta,18-02-2021,492,851,6959,1
pathanamthitta,19-02-2021,412,566,6805,0
pathanamthitta,20-02-2021,317,550,6571,1
pathanamthitta,21-02-2021,391,299,6662,1
pathanamthitta,22-02-2021,97,488,6270,1
pathanamthitta,23-02-2021,430,581,6117,2
pathanamthitta,24-02-2021,512,692,5936,1
pathanamthitta,25-02-2021,289,482,5742,1
pathanamthitta,26-02-2021,333,512,5559,4
pathanamthitta,27-02-2021,270,468,5360,1
pathanamthitta,28-02-2021,266,578,5048,0
pathanamthitta,01-03-2021,62,488,4621,1
pathanamthitta,02-03-2021,238,515,4343,1
pathanamthitta,03-03-2021,206,361,4188,0
pathanamthitta,04-03-2021,126,320,3994,0
pathanamthitta,05-03-2021,183,388,3789,0
pathanamthitta,06-03-2021,222,111,3900,0
pathanamthitta,07-03-2021,115,419,3595,1
pathanamthitta,08-03-2021,48,131,3512,0
pathanamthitta,09-03-2021,198,512,3198,0
pathanamthitta,10-03-2021,233,362,3069,0
pathanamthitta,11-03-2021,206,295,2980,0
pathanamthitta,12-03-2021,76,243,2812,1
pathanamthitta,13-03-2021,70,82,2800,0
pathanamthitta,14-03-2021,137,230,2705,2
pathanamthitta,15-03-2021,42,182,2564,1
pathanamthitta,16-03-2021,126,141,2548,1
pathanamthitta,17-03-2021,156,180,2524,0
pathanamthitta,18-03-2021,148,206,2466,0
pathanamthitta,19-03-2021,137,120,2482,1
pathanamthitta,20-03-2021,62,71,2470,3
pathanamthitta,21-03-2021,115,177,2408,0
pathanamthitta,22-03-2021,46,132,2322,0
pathanamthitta,23-03-2021,101,206,2217,0
pathanamthitta,24-03-2021,117,113,2221,0
pathanamthitta,25-03-2021,101,104,2218,0
pathanamthitta,26-03-2021,87,114,2190,1
pathanamthitta,27-03-2021,80,58,2212,0
pathanamthitta,28-03-2021,82,139,2155,0
pathanamthitta,29-03-2021,60,136,2078,1
pathanamthitta,30-03-2021,62,146,1993,1
pathanamthitta,31-03-2021,104,124,1973,0
pathanamthitta,01-04-2021,127,55,2041,4
pathanamthitta,02-04-2021,111,116,2036,0
pathanamthitta,03-04-2021,72,63,2045,0
pathanamthitta,04-04-2021,74,126,1993,0
pathanamthitta,05-04-2021,45,108,1930,0
pathanamthitta,06-04-2021,182,108,2004,0
pathanamthitta,07-04-2021,111,70,2045,0
pathanamthitta,08-04-2021,147,82,2108,2
pathanamthitta,09-04-2021,259,74,2293,0
pathanamthitta,10-04-2021,256,51,2498,0
pathanamthitta,11-04-2021,246,64,2680,0
pathanamthitta,12-04-2021,148,68,2760,0
pathanamthitta,13-04-2021,312,132,2940,0
pathanamthitta,14-04-2021,373,194,3118,1
pathanamthitta,15-04-2021,395,61,3450,2
pathanamthitta,16-04-2021,261,156,3555,0
pathanamthitta,17-04-2021,664,47,4170,2
pathanamthitta,18-04-2021,673,165,4678,0
pathanamthitta,19-04-2021,390,87,4981,0
pathanamthitta,20-04-2021,459,158,5281,1
pathanamthitta,21-04-2021,821,449,5653,0
pathanamthitta,22-04-2021,1246,182,6717,0
pathanamthitta,23-04-2021,1171,153,7735,0
pathanamthitta,24-04-2021,933,278,8389,1
pathanamthitta,25-04-2021,871,303,8956,1
pathanamthitta,26-04-2021,457,414,8998,1
pathanamthitta,27-04-2021,1163,253,9907,1
pathanamthitta,28-04-2021,1202,688,10421,0
pathanamthitta,29-04-2021,1245,611,11052,3
pathanamthitta,30-04-2021,1225,459,11817,1
pathanamthitta,01-05-2021,1065,436,12446,0
pathanamthitta,02-05-2021,1082,828,12700,0
pathanamthitta,03-05-2021,428,1015,12113,0
pathanamthitta,04-05-2021,1093,751,12455,0
pathanamthitta,05-05-2021,1282,565,13172,0
pathanamthitta,06-05-2021,1341,903,13605,5
pathanamthitta,07-05-2021,1191,860,13936,0
pathanamthitta,08-05-2021,1180,478,14626,12
pathanamthitta,09-05-2021,939,933,14631,1
pathanamthitta,10-05-2021,450,431,14647,3
pathanamthitta,11-05-2021,1224,953,14918,0
pathanamthitta,12-05-2021,1339,1264,14993,0
pathanamthitta,13-05-2021,1301,1166,15114,14
pathanamthitta,14-05-2021,1204,117,16198,3
pathanamthitta,15-05-2021,1119,976,16340,1
pathanamthitta,16-05-2021,798,315,16816,7
pathanamthitta,17-05-2021,490,349,16957,0
pathanamthitta,18-05-2021,1149,270,17824,11
pathanamthitta,19-05-2021,1108,1051,17880,1
pathanamthitta,20-05-2021,991,1623,17225,22
pathanamthitta,21-05-2021,878,1660,16443,0
pathanamthitta,22-05-2021,877,1616,15687,17
pathanamthitta,23-05-2021,815,1483,15016,3
pathanamthitta,24-05-2021,333,1433,13916,0
pathanamthitta,25-05-2021,1076,1851,13128,13
pathanamthitta,26-05-2021,906,1508,12526,0
pathanamthitta,27-05-2021,800,1187,12139,0
pathanamthitta,28-05-2021,728,781,12086,0
pathanamthitta,29-05-2021,683,485,12284,0
pathanamthitta,30-05-2021,517,1113,11681,7
pathanamthitta,31-05-2021,277,1094,10837,26
pathanamthitta,01-06-2021,694,982,10547,2
pathanamthitta,02-06-2021,638,905,10274,6
pathanamthitta,03-06-2021,585,825,10027,7
pathanamthitta,04-06-2021,493,849,9667,4
pathanamthitta,05-06-2021,472,1294,8845,0
pathanamthitta,06-06-2021,359,923,8278,3
pathanamthitta,07-06-2021,199,706,7757,14
pathanamthitta,08-06-2021,560,771,7545,1
pathanamthitta,09-06-2021,545,634,7448,8
pathanamthitta,10-06-2021,429,513,7360,4
pathanamthitta,11-06-2021,479,315,7524,0
pathanamthitta,12-06-2021,441,688,7277,0
pathanamthitta,13-06-2021,223,619,6872,9
pathanamthitta,14-06-2021,327,535,6662,2
pathanamthitta,15-06-2021,480,541,6601,0
pathanamthitta,16-06-2021,437,450,6578,10
pathanamthitta,17-06-2021,588,417,6748,1
pathanamthitta,18-06-2021,405,259,6890,4
pathanamthitta,19-06-2021,433,541,6781,1
pathanamthitta,20-06-2021,234,517,6489,9
pathanamthitta,21-06-2021,298,390,6393,4
pathanamthitta,22-06-2021,441,526,6308,0
pathanamthitta,23-06-2021,427,339,6387,9
pathanamthitta,24-06-2021,525,245,6657,10
pathanamthitta,25-06-2021,432,386,6699,4
pathanamthitta,26-06-2021,345,481,6559,4
pathanamthitta,27-06-2021,343,389,6511,2
pathanamthitta,28-06-2021,189,438,6255,7
pathanamthitta,29-06-2021,473,481,6245,2
pathanamthitta,30-06-2021,457,436,6264,2
pathanamthitta,01-07-2021,398,229,6427,6
pathanamthitta,02-07-2021,374,336,6461,4
pathanamthitta,03-07-2021,415,479,6394,3
pathanamthitta,04-07-2021,299,413,6278,2
pathanamthitta,05-07-2021,237,459,6048,8
pathanamthitta,06-07-2021,511,455,6099,5
pathanamthitta,07-07-2021,449,351,6193,4
pathanamthitta,08-07-2021,434,328,6297,2
pathanamthitta,09-07-2021,420,277,6439,1
pathanamthitta,10-07-2021,357,443,6351,2
pathanamthitta,11-07-2021,299,440,6210,0
pathanamthitta,12-07-2021,202,359,6047,6
pathanamthitta,13-07-2021,550,382,6209,6
pathanamthitta,14-07-2021,449,311,6343,4
pathanamthitta,15-07-2021,530,297,6575,1
pathanamthitta,16-07-2021,372,303,6643,1
pathanamthitta,17-07-2021,500,509,6627,7
pathanamthitta,18-07-2021,342,418,6549,2
pathanamthitta,19-07-2021,239,447,6341,0
pathanamthitta,20-07-2021,517,343,6512,3
pathanamthitta,21-07-2021,584,306,6790,0
pathanamthitta,22-07-2021,433,329,6891,3
pathanamthitta,23-07-2021,446,265,7068,4
pathanamthitta,24-07-2021,485,502,7051,0
pathanamthitta,25-07-2021,478,405,7122,2
pathanamthitta,26-07-2021,240,455,6903,4
pathanamthitta,27-07-2021,523,393,7030,3
pathanamthitta,28-07-2021,549,488,7086,5
pathanamthitta,29-07-2021,568,406,7245,3
pathanamthitta,30-07-2021,504,271,7476,2
pathanamthitta,31-07-2021,629,469,7630,6
pathanamthitta,01-08-2021,386,549,7467,0
pathanamthitta,02-08-2021,301,445,7317,6
pathanamthitta,03-08-2021,584,451,7450,0
pathanamthitta,04-08-2021,657,418,7684,5
pathanamthitta,05-08-2021,536,447,7771,2
pathanamthitta,06-08-2021,675,267,8176,3
pathanamthitta,07-08-2021,561,457,8278,2
pathanamthitta,08-08-2021,441,523,8192,4
pathanamthitta,09-08-2021,368,590,7969,1
pathanamthitta,10-08-2021,686,510,8139,6
pathanamthitta,11-08-2021,696,532,8298,5
pathanamthitta,12-08-2021,630,447,8477,4
pathanamthitta,13-08-2021,719,426,8765,5
pathanamthitta,14-08-2021,584,405,8943,1
pathanamthitta,15-08-2021,517,627,8832,1
pathanamthitta,16-08-2021,545,365,9010,2
pathanamthitta,17-08-2021,824,595,9231,8
pathanamthitta,18-08-2021,773,546,9450,8
pathanamthitta,19-08-2021,818,500,9762,6
pathanamthitta,20-08-2021,797,805,9751,3
pathanamthitta,21-08-2021,511,485,9777,0
pathanamthitta,22-08-2021,338,803,9309,3
pathanamthitta,23-08-2021,372,629,9052,0
pathanamthitta,24-08-2021,1031,642,9430,11
pathanamthitta,25-08-2021,1008,258,10171,9
pathanamthitta,26-08-2021,1380,516,11028,7
pathanamthitta,27-08-2021,1288,545,11769,2
pathanamthitta,28-08-2021,1229,805,12187,6
pathanamthitta,29-08-2021,1178,661,12704,0
pathanamthitta,30-08-2021,634,775,12557,6
pathanamthitta,31-08-2021,1251,743,13060,5
pathanamthitta,01-09-2021,1363,457,13959,7
pathanamthitta,02-09-2021,1267,497,14722,7
pathanamthitta,03-09-2021,1078,442,15354,4
pathanamthitta,04-09-2021,1154,1039,15461,8
pathanamthitta,05-09-2021,947,1029,15377,2
pathanamthitta,06-09-2021,670,1358,14687,2
pathanamthitta,07-09-2021,1016,1243,14453,7
pathanamthitta,08-09-2021,1181,1191,14438,5
pathanamthitta,09-09-2021,1244,1184,14487,11
pathanamthitta,10-09-2021,849,650,14681,5
pathanamthitta,11-09-2021,799,1344,14131,5
pathanamthitta,12-09-2021,779,1338,13570,2
pathanamthitta,13-09-2021,381,1111,12835,5
pathanamthitta,14-09-2021,632,1304,12158,5
pathanamthitta,15-09-2021,821,1161,11809,9
pathanamthitta,16-09-2021,1015,981,11836,7
pathanamthitta,17-09-2021,983,686,12127,6
pathanamthitta,18-09-2021,831,981,11973,4
pathanamthitta,19-09-2021,826,1117,11680,2
pathanamthitta,20-09-2021,561,738,11502,1
pathanamthitta,21-09-2021,715,1206,11001,10
pathanamthitta,22-09-2021,1011,1043,10958,11
pathanamthitta,23-09-2021,880,1202,10627,9
pathanamthitta,24-09-2021,759,187,11189,10
pathanamthitta,25-09-2021,849,218,11814,6
pathanamthitta,26-09-2021,623,734,11703,0
pathanamthitta,27-09-2021,488,426,11765,0
pathanamthitta,28-09-2021,540,1156,11139,10
pathanamthitta,29-09-2021,458,1212,10377,8
pathanamthitta,30-09-2021,872,976,10269,4
pathanamthitta,01-10-2021,858,592,10530,5
pathanamthitta,02-10-2021,535,707,10356,2
pathanamthitta,03-10-2021,554,995,9910,5
pathanamthitta,04-10-2021,499,847,9558,4
pathanamthitta,05-10-2021,514,847,9221,4
pathanamthitta,06-10-2021,766,812,9170,5
pathanamthitta,07-10-2021,643,661,9147,5
pathanamthitta,08-10-2021,557,492,9207,5
pathanamthitta,09-10-2021,447,521,9129,4
pathanamthitta,10-10-2021,584,481,9227,5
pathanamthitta,11-10-2021,179,332,9070,4
pathanamthitta,12-10-2021,368,1309,8121,8
pathanamthitta,13-10-2021,547,520,8140,8
pathanamthitta,14-10-2021,490,610,8017,3
pathanamthitta,15-10-2021,291,544,7762,2
pathanamthitta,16-10-2021,431,428,7762,3
pathanamthitta,17-10-2021,377,746,7393,0
pathanamthitta,18-10-2021,245,603,7033,2
pathanamthitta,19-10-2021,424,520,6931,6
pathanamthitta,20-10-2021,427,418,6933,7
pathanamthitta,21-10-2021,533,586,6874,6
pathanamthitta,22-10-2021,500,183,7180,11
pathanamthitta,23-10-2021,544,364,7334,26
pathanamthitta,24-10-2021,348,527,7144,11
pathanamthitta,25-10-2021,392,475,6996,65
pathanamthitta,26-10-2021,392,283,7097,8
pathanamthitta,27-10-2021,464,423,7137,1
pathanamthitta,28-10-2021,407,369,7173,2
pathanamthitta,29-10-2021,421,272,7283,39
pathanamthitta,30-10-2021,430,407,7301,5
pathanamthitta,31-10-2021,447,406,7340,2
pathanamthitta,01-11-2021,350,27,7658,5
pathanamthitta,02-11-2021,213,924,6947,0
pathanamthitta,03-11-2021,534,508,6969,4
pathanamthitta,04-11-2021,289,351,6905,2
pathanamthitta,05-11-2021,415,180,7138,2
pathanamthitta,06-11-2021,267,585,6757,63
pathanamthitta,07-11-2021,318,427,6648,0
pathanamthitta,08-11-2021,296,389,6548,7
pathanamthitta,09-11-2021,334,385,6457,40
pathanamthitta,10-11-2021,348,410,6395,0
pathanamthitta,11-11-2021,448,435,6408,0
pathanamthitta,12-11-2021,346,15,6726,13
pathanamthitta,13-11-2021,189,541,6315,59
pathanamthitta,14-11-2021,244,503,6056,0
pathanamthitta,15-11-2021,175,18,6207,6
pathanamthitta,16-11-2021,277,714,5765,5
pathanamthitta,17-11-2021,240,257,5692,56
pathanamthitta,18-11-2021,253,357,5588,0
pathanamthitta,19-11-2021,301,264,5624,1
pathanamthitta,20-11-2021,212,29,5807,0
pathanamthitta,21-11-2021,206,560,5395,58
pathanamthitta,22-11-2021,110,401,5104,0
pathanamthitta,23-11-2021,270,508,4821,45
pathanamthitta,24-11-2021,167,377,4611,0
pathanamthitta,25-11-2021,253,354,4503,7
pathanamthitta,26-11-2021,202,312,4392,1
pathanamthitta,27-11-2021,164,67,4446,43
pathanamthitta,28-11-2021,165,7,4604,0
pathanamthitta,29-11-2021,111,7,4708,0
pathanamthitta,30-11-2021,169,472,4326,79
pathanamthitta,01-12-2021,253,203,4369,7
pathanamthitta,02-12-2021,183,8,4542,2
pathanamthitta,03-12-2021,243,8,4774,3
pathanamthitta,04-12-2021,211,603,4380,2
pathanamthitta,05-12-2021,219,249,4350,0
pathanamthitta,06-12-2021,95,323,4122,0
